age_of_head,building_id,children,household_id,income,persons,puma,tenure,workers
43,695895,0,1196180,170000,3,11507,2,2
33,538163,0,141508,41600,1,11602,2,1
38,52482,0,172743,210000,2,11601,1,2
75,1060273,0,1476452,30200,1,11704,1,0
50,528856,0,528148,85000,1,11607,2,1
48,628965,0,83255,145500,2,11801,1,1
81,280260,0,640783,109500,3,11608,1,1
57,153690,2,447815,229000,5,11606,1,3
55,1046295,0,1365857,40000,1,11702,2,1
55,202717,0,954688,34800,1,11615,1,1
49,250294,0,690253,2000,1,11609,1,0
58,522800,0,128164,114000,1,11602,2,1
47,581882,0,19140,69800,2,11802,1,1
70,555649,0,687584,82500,2,11609,1,0
80,553839,0,351775,127200,1,11604,2,0
46,729986,2,1048904,107100,4,11502,1,2
69,1187403,4,1572339,137000,11,11706,1,3
35,1056041,0,1393154,79000,2,11702,2,2
36,955299,0,1381779,119300,3,11702,1,2
46,518368,0,773808,946000,5,11611,2,2
87,1149820,0,1483065,88800,3,11704,1,0
50,355099,0,196473,90000,2,11601,2,2
34,171341,5,970060,68000,6,11615,1,0
57,456669,0,613540,5310,2,11608,1,0
58,168259,0,951173,76050,3,11615,2,3
28,813056,0,1051753,15000,1,11502,2,1
67,478806,0,920792,16700,2,11614,1,0
54,525243,0,756200,24000,1,11610,2,1
44,555706,0,302146,365000,2,11603,1,2
40,681711,0,1168023,56000,1,11504,1,1
42,962462,0,1322524,30500,1,11703,2,1
67,609652,1,7512,57600,3,11802,1,0
45,706726,0,1242023,95000,2,11506,1,2
47,520158,2,905298,38900,3,11614,2,1
20,467983,0,297117,50000,2,11603,2,0
22,548148,0,146888,35000,2,11602,2,2
29,1043295,0,1367528,146000,2,11702,1,2
36,804957,1,1255761,140000,3,11506,1,2
34,171466,2,632875,627000,4,11608,1,2
64,242975,0,936033,66800,2,11614,1,0
60,849150,0,1137110,32000,1,11504,2,0
69,633118,0,65332,41200,1,11801,1,0
47,999834,6,1386158,89020,12,11702,1,1
19,526599,2,720201,74800,5,11610,2,2
54,553129,0,368454,6000,1,11604,2,0
21,1218163,2,76169,22000,4,11801,2,1
58,368871,0,454431,231400,3,11606,1,2
66,797519,0,1269495,204000,2,11503,1,1
29,526569,0,160084,41000,1,11601,2,1
31,732854,0,1271732,75000,1,11503,1,1
37,1162885,0,1408734,67600,2,11701,2,2
59,528398,1,736181,16800,2,11610,2,0
44,637850,1,9427,124000,4,11802,2,3
44,726625,2,1052180,477000,4,11502,1,2
63,1154505,0,1395030,119400,4,11702,1,2
56,220412,0,438567,100000,5,11605,1,3
66,353551,0,836483,135950,3,11612,1,2
74,726014,0,1119432,56200,2,11501,1,0
43,1124479,2,1494175,132000,4,11704,1,1
61,517052,0,492779,20000,1,11607,2,1
36,875634,0,1136252,21800,2,11504,2,2
30,516596,0,291412,160000,2,11603,2,2
33,961513,0,1363597,48000,2,11702,2,1
49,324952,0,375667,133000,1,11604,1,1
53,155105,1,536954,361810,3,11607,1,2
44,101416,2,118057,160000,4,11602,1,2
46,952312,1,1411653,79000,4,11701,2,2
48,112009,0,364772,1,1,11604,2,1
62,555922,0,836935,61200,2,11612,1,2
58,956986,0,1395424,100400,3,11702,1,1
47,513582,0,259718,473000,1,11603,2,1
50,765131,0,1125431,93000,2,11501,1,2
78,1107758,0,1579007,47450,1,11706,1,1
40,697266,1,1206025,46800,3,11507,1,1
45,342278,1,576405,86000,3,11616,1,2
42,31038,2,713862,58000,5,11610,1,2
49,5018,1,219654,329000,3,11601,1,2
24,530267,0,122623,2000,2,11602,2,0
37,630143,3,2201,69020,5,11802,2,2
29,548743,0,493143,81600,2,11607,2,2
47,96567,2,944159,78100,4,11615,2,1
28,554807,0,303895,51500,2,11603,2,2
48,169898,1,840433,133000,4,11612,1,2
53,782776,0,1150736,54400,2,11504,2,2
51,1012670,0,1528809,146000,2,11705,1,2
45,329897,2,454492,105000,4,11606,1,2
24,531448,1,517487,15100,2,11607,2,0
44,165640,0,196012,30000,2,11601,2,2
33,287665,1,195524,60000,3,11601,1,1
66,269927,0,779854,79100,1,11611,1,1
65,432485,0,290468,68700,2,11603,1,1
53,345194,0,670138,132000,2,11609,1,2
42,68110,0,191196,96000,1,11601,2,1
32,532496,0,401856,65000,1,11605,2,1
31,586735,2,51281,45000,4,11802,1,2
61,880970,0,1293540,80000,1,11503,1,0
8,92802,3,481503,97100,3,11606,1,2
49,1043467,0,1322574,2200,1,11703,2,1
27,428627,0,106589,74000,3,11602,2,3
50,716046,0,1215644,50000,4,11507,1,2
32,448418,1,431409,225000,3,11605,1,2
30,981731,1,1320386,78820,3,11703,2,2
43,519025,2,832870,31870,4,11612,1,2
70,1133678,0,1558489,90380,2,11706,1,0
35,954027,2,1465586,25500,4,11704,1,2
25,534200,0,545471,140000,2,11607,2,2
47,1143544,0,1485346,240000,2,11704,1,2
38,1134790,0,1591431,80000,1,11706,1,1
40,529676,2,494125,129030,4,11607,2,2
44,335201,1,485964,430400,3,11606,1,2
42,515719,0,169132,44200,1,11601,2,1
69,417831,0,690896,171000,2,11609,1,1
62,1164298,0,1502766,15600,2,11704,1,1
26,514644,0,171145,80000,1,11601,2,1
76,200439,0,757383,40600,1,11611,2,0
54,556566,2,818980,126000,4,11612,1,2
39,532785,2,836582,213000,4,11612,1,2
70,495312,0,680684,176000,2,11609,1,2
24,669278,0,1308429,52000,2,11503,2,2
48,496877,4,680617,110000,6,11609,1,2
54,1104106,0,1598324,150800,3,11706,1,2
80,853875,0,1145450,37400,2,11504,1,0
62,762032,0,1078138,25000,2,11502,2,0
80,233342,0,959443,76800,2,11615,1,0
66,122153,0,542622,84570,3,11607,1,2
50,531868,0,596320,122000,2,11608,2,1
33,782238,2,1185207,21000,3,11507,1,1
33,829282,1,1262227,88000,3,11506,1,2
67,320187,0,189532,200200,4,11601,2,3
44,109027,2,517993,91000,4,11607,1,1
67,698519,0,1200590,55800,2,11507,1,0
46,1109659,1,1388405,160000,2,11702,2,1
47,531665,0,258075,230100,1,11603,2,1
68,880101,0,1094389,40500,1,11501,1,0
53,1175893,0,1509046,120000,2,11705,1,2
28,14896,0,874778,142000,2,11613,2,1
71,291774,0,950118,42200,2,11615,1,1
42,633727,1,30197,27900,3,11802,2,2
50,1197999,2,1587543,119000,4,11706,1,1
39,745640,1,1280185,18000,2,11503,2,1
62,135827,0,710128,152000,2,11610,1,2
55,545978,0,772968,42200,1,11611,2,1
65,784948,0,1140343,113550,2,11504,1,0
55,773785,0,1297940,118300,2,11503,2,1
30,538113,0,170983,53050,1,11601,2,1
24,1041706,0,1340659,77000,2,11703,1,2
32,538692,2,927557,6000,3,11614,2,0
47,555868,0,521632,188100,2,11607,1,2
59,354656,0,402071,208000,2,11605,1,0
57,828284,0,1265458,85700,3,11506,1,3
23,555385,0,654473,65000,1,11609,2,1
61,1192840,0,1563340,239200,5,11706,1,4
64,519678,0,143639,13000,1,11602,2,0
75,356096,0,379988,250200,2,11605,1,1
68,144657,0,567586,1800,1,11616,1,0
26,546423,1,382344,164400,4,11605,2,2
40,1020947,2,1422915,91550,4,11701,1,1
45,140806,5,364653,321080,8,11604,2,2
61,528068,0,979068,26600,1,11615,2,0
29,349492,0,399787,80000,1,11605,2,1
25,917014,1,1178218,35000,4,11504,2,2
54,969041,0,1452921,41060,1,11701,1,1
35,633358,1,55708,74000,3,11801,2,2
40,1186446,0,1582322,99390,3,11706,1,3
50,453067,0,390687,213000,3,11605,1,2
39,547160,0,746670,81050,1,11610,2,1
53,975777,0,1335287,5900,1,11703,2,0
55,1111296,0,1395765,320000,2,11702,1,2
59,4150,0,379547,190044,3,11605,1,2
68,1161153,1,1436463,159320,4,11701,1,3
34,537331,0,151097,50000,1,11602,2,1
37,1014306,0,1314812,253000,2,11703,1,2
50,610275,1,4282,59200,4,11802,1,2
51,1096190,0,1499098,441200,2,11704,2,2
30,273587,1,942052,128300,5,11614,1,3
35,523833,2,406259,159100,5,11605,2,3
59,797927,0,1018311,380460,2,11505,1,2
65,551497,0,470090,83550,2,11606,1,1
48,1009541,3,1431365,220000,5,11701,1,2
75,841380,0,1167509,86400,2,11504,1,0
32,547272,0,809353,55000,1,11612,2,1
37,546265,0,309118,126200,1,11603,2,1
27,1072552,0,1352714,23000,1,11703,2,1
25,1049097,0,1459564,154000,2,11704,1,2
45,591074,2,58333,149620,4,11801,1,1
51,1038273,0,1480591,106000,1,11704,1,1
59,142896,0,560812,239200,4,11616,1,2
44,548128,0,205524,220370,2,11601,2,2
78,198995,0,540706,40200,2,11607,1,0
47,604991,1,46250,223700,4,11802,1,4
38,988269,3,1317291,159600,6,11703,1,4
37,422168,1,575233,170004,3,11616,2,1
67,465132,0,291458,109200,3,11603,1,2
29,1218165,2,1281237,35000,4,11503,2,1
70,157013,0,436013,42000,2,11605,1,0
94,797763,0,1013982,35000,1,11505,2,0
51,1074533,7,1591396,47200,10,11706,1,3
76,1171611,0,1318616,29700,2,11703,1,0
72,906573,0,1119300,10000,1,11501,2,0
25,556062,0,281837,120000,1,11603,2,1
46,1099553,0,1470427,60000,1,11704,1,1
49,913798,0,1118419,73100,3,11501,1,2
60,315728,0,130552,333000,2,11602,1,2
48,514250,0,254267,0,1,11603,2,0
66,258683,0,554983,132600,2,11616,1,1
29,917008,3,1178286,51000,5,11504,1,2
20,691431,1,1136733,52500,4,11504,1,0
61,484770,0,115128,180000,2,11602,1,1
50,554975,2,917338,36350,4,11614,1,2
71,330502,0,483053,30000,1,11606,2,0
85,550521,0,121483,19900,1,11602,2,0
55,60079,0,758264,15000,1,11611,2,0
73,1082247,0,1459122,90700,2,11704,1,0
83,75045,0,772407,28400,2,11611,1,0
68,48644,0,161139,61700,2,11601,1,0
78,1005089,0,1424335,19000,1,11701,2,0
35,133013,3,889139,109000,5,11613,1,1
42,840578,1,1083208,70000,3,11501,1,2
59,1061280,1,1490782,217510,4,11704,1,2
58,279146,0,593142,154100,2,11608,1,1
42,555723,0,269003,92000,1,11603,2,1
94,1091054,0,1563502,14400,1,11706,2,0
58,181259,0,344762,15800,1,11604,2,0
79,175891,0,338822,36800,1,11604,1,0
53,350653,0,133401,110000,1,11602,1,1
59,291127,1,391688,208000,3,11605,1,2
34,556226,0,136520,90000,1,11602,1,1
51,1018986,2,1454022,163570,4,11701,1,1
25,533222,0,801620,19000,1,11611,2,1
84,874647,0,1232335,39900,2,11506,1,0
42,1209637,1,1599986,63200,5,11706,2,1
61,1108458,0,1539016,22000,3,11705,1,1
43,1186153,0,1599354,54000,1,11706,2,1
27,553472,0,305335,228000,2,11603,2,2
58,636061,0,82286,84600,2,11801,1,1
44,246867,0,329082,115000,1,11604,2,1
88,517101,0,240850,237200,1,11603,1,0
43,576768,2,83823,125200,5,11801,1,1
78,826466,4,1267570,161050,9,11506,1,3
35,708966,0,1250460,54000,1,11506,2,0
50,249002,2,371502,225000,4,11604,1,1
43,39358,0,978553,199710,2,11615,1,2
39,823107,1,1258879,8000,2,11506,2,0
36,1042067,0,1380463,119300,3,11702,1,2
49,1030955,0,1335514,144000,3,11703,1,3
70,822046,0,1253734,285200,2,11506,1,0
48,106890,0,776046,170000,2,11611,1,2
35,106221,0,139322,241000,2,11602,1,2
64,914113,0,1127507,46800,1,11501,2,0
57,135154,0,416294,107000,2,11605,2,1
87,1178018,2,1514964,146800,6,11705,1,1
61,1193788,0,1568856,85600,2,11706,2,2
28,53520,0,816203,99000,2,11612,1,2
62,546225,0,792096,46000,1,11611,2,1
32,690374,1,1172371,27600,2,11504,2,1
75,114638,0,971180,60400,2,11615,1,1
44,1168702,1,1492700,232220,4,11704,1,2
59,422964,0,103420,496500,2,11602,1,1
32,101959,2,967942,203200,5,11615,1,2
35,534200,1,545663,155000,3,11607,2,2
21,1170615,1,1323857,15100,2,11703,2,1
56,755156,0,1256238,75000,3,11506,1,2
52,996062,0,1443206,185000,2,11701,1,2
55,154763,0,499338,100000,3,11607,1,1
27,556197,0,605710,200050,1,11608,2,1
62,556002,0,410388,150000,1,11605,1,1
51,212040,3,959666,134000,5,11615,1,2
38,554900,0,220644,130020,1,11601,1,1
45,859217,1,1007515,109000,3,11505,1,2
62,276462,0,196727,55000,1,11601,1,1
42,462679,1,594643,95000,3,11608,1,2
36,1172845,0,1333742,135000,1,11703,2,1
50,1167066,1,1518375,170600,4,11705,1,3
60,1180160,0,1321963,8500,1,11703,2,0
44,1000086,2,1421879,67700,5,11701,2,3
65,519441,1,721075,97900,2,11610,2,0
43,970885,0,1428021,155700,3,11701,1,3
63,34706,0,982813,37510,2,11615,1,1
34,541916,0,281919,120000,1,11603,2,1
60,89694,0,558655,136530,2,11616,1,1
55,1084951,3,1329995,216000,7,11703,1,3
59,602893,0,1010,83154,3,11802,1,1
47,848083,2,1288364,55000,4,11503,2,2
27,543665,0,291976,46004,1,11603,2,1
46,554816,0,754624,109800,2,11610,2,2
46,332535,2,587881,110000,4,11616,1,2
68,575289,0,66256,31500,1,11801,1,1
51,93259,0,515938,296000,3,11607,1,3
39,552194,1,191643,55000,3,11601,1,2
52,483990,0,390747,57600,4,11605,1,3
71,1103868,1,1392262,76300,4,11702,1,0
67,501025,0,490803,14000,3,11607,2,2
36,550918,4,905404,0,5,11614,2,0
64,554364,0,801828,27000,2,11611,1,0
79,328484,2,656858,12840,4,11609,2,0
44,1119267,8,1527833,43500,12,11705,2,2
21,783245,0,1139257,11400,1,11504,3,1
47,747938,1,1016390,127500,4,11505,1,3
52,169782,0,614709,183300,2,11608,1,1
57,550659,0,270199,53010,2,11603,2,2
45,522001,0,461089,30000,1,11606,2,1
44,198680,4,594830,440000,6,11608,1,1
30,1170746,0,1384633,85700,2,11702,2,2
69,591573,0,59378,156500,2,11801,1,0
68,769900,1,1005611,48400,6,11505,1,2
25,830236,0,990522,64500,3,11505,2,2
65,203736,0,964522,70800,2,11615,1,0
36,530986,1,903108,19500,2,11614,2,1
20,806654,0,1106797,8000,3,11501,2,2
69,161774,0,933934,112700,2,11614,1,1
39,136263,2,673630,110000,4,11609,1,1
66,231241,0,959923,71600,2,11615,1,1
59,492322,0,983282,226000,2,11615,1,2
62,573923,0,89752,218820,2,11801,1,1
52,986358,0,1423219,185000,2,11701,1,2
43,514664,0,281827,28000,1,11603,2,1
29,529676,0,494026,140000,2,11607,2,1
44,862964,1,1013592,134160,3,11505,1,2
50,340761,2,574013,156100,4,11616,1,2
65,524071,0,595106,99600,1,11608,2,0
44,650138,2,100523,45500,6,11801,1,3
76,199501,0,416279,39340,2,11605,1,0
75,907543,0,1269062,151600,3,11503,1,0
59,342906,0,897377,63300,2,11613,1,2
32,841382,0,1167672,44800,2,11504,2,2
75,1170939,0,1403841,14400,1,11702,2,0
59,952269,0,1455163,102600,2,11701,1,2
74,549057,0,492982,16000,1,11607,2,0
78,534663,0,287874,185000,1,11603,2,1
56,416577,0,916195,136000,1,11614,2,1
62,533012,0,735803,70500,3,11610,1,2
61,250892,0,656545,240500,2,11609,1,2
51,1157616,0,1393764,22000,1,11702,2,1
34,1014571,0,1331372,185050,2,11703,1,2
26,554483,2,866768,83000,4,11613,2,2
47,146886,1,803744,37000,3,11611,2,1
38,541276,3,717188,43000,5,11610,2,2
32,65861,0,325361,33500,2,11604,2,1
46,1164037,6,1504305,196000,14,11704,1,3
33,1097656,0,1597468,45000,1,11706,2,1
42,531766,0,774633,16800,1,11611,2,1
47,385505,1,613052,142000,3,11608,1,2
36,184227,0,358684,48000,1,11604,2,1
76,112903,0,897930,97800,2,11613,1,0
62,688677,0,1003177,44830,2,11505,1,2
77,1071332,0,1576525,15300,1,11706,2,0
25,723301,0,1304906,59700,2,11503,1,2
33,1166563,0,1536102,15080,1,11705,2,1
57,1048576,0,1369610,160000,2,11702,1,2
63,556177,0,139744,180560,2,11602,1,2
57,871825,0,1073550,108000,2,11502,2,2
77,689387,0,1148371,28000,1,11504,1,0
46,490383,2,363383,23000,4,11604,2,2
50,261583,0,708379,105050,3,11610,1,2
44,770372,0,1035434,255040,3,11502,1,2
25,1030114,0,1425241,50000,1,11701,2,1
51,517392,0,437174,200200,3,11605,1,3
50,517352,1,670937,292300,4,11609,2,2
65,959447,0,1450796,129900,3,11701,1,1
80,229341,0,933300,18700,1,11614,1,0
69,556647,0,867035,37900,2,11613,1,0
51,851570,0,1300805,213000,3,11503,1,2
63,766022,0,1280035,199000,2,11503,1,1
54,551281,0,787114,113000,2,11611,2,2
58,326931,0,867335,78000,2,11613,1,2
27,1104755,0,1418475,36000,1,11701,2,1
62,577449,0,86092,120000,2,11801,1,2
59,205426,0,964741,164000,4,11615,1,3
31,206907,0,641450,70100,3,11608,2,3
58,514377,0,203514,90000,1,11601,1,1
54,977292,0,1339092,52000,1,11703,2,1
51,554413,0,338305,100020,1,11604,1,1
57,721063,0,999353,163800,1,11505,1,0
56,556237,0,473154,70850,2,11606,1,0
41,1065510,2,1591007,111000,5,11706,2,2
69,914583,0,1078124,60800,2,11502,1,0
63,467639,0,114449,150000,2,11602,1,2
90,157522,0,979426,28800,1,11615,1,0
24,534165,0,875198,15600,4,11613,2,0
43,841179,2,1200147,108000,3,11507,2,1
79,540121,0,871017,20000,1,11613,2,0
45,545573,0,170911,60010,1,11601,2,1
44,796239,2,1063012,477000,4,11502,1,2
41,124994,2,430597,138000,5,11605,1,1
46,884751,0,1309992,16000,2,11503,1,1
42,776455,2,1121560,32900,5,11501,1,2
76,731007,0,1151128,65400,2,11504,1,0
78,192641,0,910110,17200,1,11614,1,0
60,150266,0,784245,115000,2,11611,1,2
67,1047329,0,1486444,125000,2,11704,1,1
24,222161,1,542145,15100,2,11607,2,0
60,1058083,0,1401483,120710,2,11702,1,1
31,70091,0,539583,56800,2,11607,1,1
55,956431,0,1406373,15100,1,11702,2,1
82,692432,1,1169931,68700,5,11504,1,1
30,723376,2,1305051,13200,3,11503,2,0
59,1067297,0,1374390,164000,2,11702,1,1
64,673331,0,1282427,253300,2,11503,1,2
63,367399,0,861902,140000,2,11613,1,2
50,269935,0,277362,253000,2,11603,1,2
36,516068,0,254138,122000,1,11603,2,1
34,1166563,1,1536471,130300,4,11705,2,2
66,576575,0,86153,75000,2,11801,1,1
55,595060,0,99077,40600,2,11801,2,0
61,1033429,0,1540377,72700,2,11705,1,2
39,556491,1,116090,52020,2,11602,1,1
32,595690,2,80585,40040,4,11801,1,1
26,1079190,1,1521802,66200,3,11705,1,1
87,898853,0,995261,1500,1,11505,1,0
59,969772,1,1557962,103100,4,11706,1,2
46,609219,2,17686,180000,4,11802,1,2
48,680404,0,1162065,134000,2,11504,1,2
66,201590,0,742600,117200,3,11610,1,1
38,520096,0,527838,76000,1,11607,2,1
30,542280,0,293352,43500,2,11603,2,2
34,544700,2,514126,103000,4,11607,2,1
52,556281,0,930992,103000,2,11614,1,0
61,117677,2,963126,34460,6,11615,1,2
25,538723,0,142044,54000,1,11602,2,1
71,554820,0,538174,67700,1,11607,1,1
64,1085482,0,1575423,68800,2,11706,1,1
41,137614,7,438623,13140,11,11605,2,2
84,178464,0,346082,51400,2,11604,1,0
61,549990,0,303578,12500,1,11603,2,1
75,683308,0,1168944,86400,2,11504,1,0
37,863592,0,998528,49000,1,11505,1,1
63,505744,0,186053,195900,3,11601,1,2
94,513480,0,493093,12000,1,11607,2,0
63,1070400,0,1409108,293000,2,11701,1,0
61,1064911,0,1542680,64000,2,11705,1,1
51,518429,0,924985,119500,2,11614,2,2
24,585528,0,5080,19200,1,11802,2,1
62,555745,0,408234,96090,1,11605,2,0
63,507098,0,206186,53300,2,11601,1,1
63,269521,0,463629,130000,2,11606,1,0
45,1001080,1,1524643,74000,4,11705,1,2
48,528098,0,359096,114000,1,11604,2,1
59,282268,2,763199,98000,5,11611,1,2
46,69798,2,508218,496000,5,11607,1,2
58,177232,0,984076,89000,3,11615,1,1
71,669321,0,1308248,12000,1,11503,2,0
30,956468,0,1404000,85700,2,11702,2,2
72,865995,0,1007453,102000,2,11505,1,1
29,804723,1,1083615,62000,2,11501,1,1
81,143955,0,416918,20100,1,11605,2,0
59,1170957,0,1397587,3200,1,11702,2,0
54,439249,1,874214,157600,4,11613,1,2
74,113692,0,962618,45000,3,11615,1,0
29,526924,0,160980,63000,1,11601,2,1
55,556733,0,418708,131000,2,11605,1,2
37,609563,2,17347,28500,6,11802,2,2
64,816820,0,1224338,169800,2,11506,1,1
81,601576,0,27164,8600,1,11802,1,0
45,842637,1,1239058,123900,3,11506,1,2
73,346456,0,585586,192300,2,11616,1,1
57,603183,0,24088,9000,1,11802,2,0
77,914437,0,1125285,10290,3,11501,2,0
64,420813,0,898703,39000,1,11613,1,1
35,757534,0,1299893,40000,1,11503,2,1
29,680321,4,1141301,9400,6,11504,2,0
40,205064,2,224972,171200,4,11601,1,2
51,797091,0,1158427,69600,3,11504,2,1
67,425689,0,370318,720000,2,11604,1,1
55,387374,1,827986,99600,6,11612,2,3
35,717937,0,1079745,58000,1,11501,2,1
41,54095,0,858713,99200,3,11613,1,2
54,810630,0,1057422,163800,3,11502,1,3
58,18220,0,947476,60000,3,11615,1,1
27,1162810,0,1454071,54000,4,11701,2,3
25,518527,0,143681,10000,1,11602,2,0
26,690185,4,1288909,22600,6,11503,2,1
42,825237,2,1227176,117000,4,11506,1,1
53,450257,0,357314,55100,2,11604,1,1
40,1150074,3,1408225,498000,5,11701,2,1
29,297909,3,954639,90000,5,11615,2,1
65,251042,0,412741,105000,2,11605,1,1
31,176470,0,415066,81000,3,11605,2,2
57,975232,0,1419188,46000,1,11701,2,1
78,647527,0,58545,24000,1,11801,1,0
50,982791,0,1546566,69000,3,11705,1,2
47,872804,0,1051273,80000,1,11502,1,1
80,691984,0,1169716,44000,2,11504,1,0
32,545476,3,533037,100000,5,11607,2,1
27,544817,0,725038,110000,3,11610,2,3
30,512447,0,748515,28600,1,11610,2,1
29,528380,0,455639,125000,2,11606,3,2
67,222187,0,735660,59200,2,11610,1,1
39,527047,0,316569,0,1,11603,2,0
70,328059,0,839064,246320,2,11612,1,1
43,1010147,1,1464784,82100,5,11704,1,2
34,651790,2,3862,105000,4,11802,1,2
29,240131,0,209439,43000,2,11601,2,2
61,528478,1,811434,138000,2,11612,2,1
71,1119578,0,1581105,96300,2,11706,1,2
59,1147692,0,1448305,60800,2,11701,1,1
43,702316,1,1258061,269000,3,11506,1,2
54,308383,0,710227,278000,2,11610,1,2
50,973320,1,1469817,231100,3,11704,1,2
26,548677,0,164576,88030,2,11601,2,2
29,556347,0,495816,90000,2,11607,2,1
46,447613,1,380852,109400,3,11605,1,1
56,1185773,0,1566147,62100,2,11706,1,1
58,573372,0,100881,82000,2,11801,1,1
34,1047622,2,1342672,65000,4,11703,1,2
32,87964,2,867518,14000,4,11613,1,1
49,245494,0,552481,319000,2,11616,1,2
24,540680,0,929020,56200,3,11614,1,1
44,549054,0,606213,107080,2,11608,2,2
59,375075,0,789784,69000,1,11611,2,1
49,449179,1,876906,100000,4,11613,1,1
77,681001,0,1185067,68800,2,11507,1,0
66,191405,0,487782,52300,4,11606,1,2
32,67295,1,451060,194000,3,11606,1,2
28,525738,0,700277,34600,1,11609,2,1
69,526453,0,272085,2400,1,11603,2,0
61,527282,0,315536,2700,1,11603,2,0
52,555393,0,883796,100400,2,11613,1,2
68,519921,0,331939,10500,1,11604,2,0
55,132108,1,183165,180000,3,11601,1,2
51,175524,0,673425,210000,4,11609,1,2
27,360193,0,291882,50000,1,11603,2,1
54,261383,0,612587,252000,3,11608,1,2
77,985451,0,1577867,53800,2,11706,1,0
53,819157,4,1219091,159840,9,11507,1,2
42,749213,2,1250158,50000,4,11506,1,1
58,760288,0,1190318,120000,2,11507,1,2
75,1189266,0,1569758,42000,2,11706,1,1
63,1115947,0,1466479,162400,3,11704,1,2
71,1161282,0,1437328,47400,1,11701,2,1
45,535518,0,759178,20000,1,11611,2,1
33,820799,4,1262546,122500,6,11506,1,2
57,392878,0,500592,116000,1,11607,1,1
50,352510,0,929522,310000,3,11614,1,2
69,230885,0,830967,53100,2,11612,1,0
62,478131,0,828657,11000,1,11612,1,1
24,522032,0,239552,120150,1,11603,2,1
38,519782,1,760102,25000,3,11611,2,1
72,184792,0,917917,59600,1,11614,2,1
65,545930,1,837964,34600,4,11612,2,2
37,742203,0,1297190,28800,1,11503,2,1
72,915229,0,1202461,67800,2,11507,1,0
52,114208,1,815325,4100,4,11612,2,0
33,459641,2,721211,79700,4,11610,1,2
32,544664,0,117544,135000,1,11602,1,1
47,901559,0,1251701,18600,2,11506,2,0
44,66176,0,824282,50700,4,11612,2,1
6,514565,2,300687,80000,2,11603,2,2
71,1018881,0,1453640,32200,1,11701,2,0
54,25833,0,945956,190000,2,11615,1,2
54,524319,0,808716,76000,1,11612,2,1
55,229951,0,690023,52500,3,11609,2,1
31,438850,1,460549,177500,3,11606,1,2
39,378383,8,921444,25000,10,11614,2,1
59,556514,0,332134,8800,1,11604,2,0
51,828333,0,1205555,106000,1,11507,1,1
65,679550,0,1193505,60200,2,11507,1,1
53,177969,1,673679,239900,4,11609,1,1
40,125803,1,481860,160440,3,11606,1,3
43,1165759,0,1488793,105400,1,11704,2,1
25,364572,0,918188,45000,2,11614,2,2
37,17561,4,153421,394000,6,11602,2,1
28,606832,0,2376,150000,2,11802,1,2
40,522474,0,421107,43100,2,11605,2,1
81,390935,0,128138,8800,1,11602,1,0
69,281765,1,351211,196400,4,11604,1,2
50,541743,2,302747,54000,4,11603,1,2
82,555956,0,851285,14100,1,11612,2,0
62,528299,0,179993,143000,2,11601,1,1
19,533834,0,243149,0,1,11603,2,0
54,447992,0,767941,33600,1,11611,1,1
81,592447,0,82349,59340,2,11801,1,0
76,706951,0,1027010,18300,1,11505,2,0
